Filing_Jurisdiction,Filing_Year,Spender:id,Spender,Spender_Business_Classification:id,Spender_Business_Classification,Spender_Industry:id,Spender_Industry,Spender_Sector:id,Spender_Sector,Target:id,Target,Type_of_Target,Original_Target:id,Original_Target,Amount,Position:id,Position,Target_Payee:id,Target_Payee,MasterTransactionID,Candidate:id,Candidate,Election_Status,Type_of_Office:id,Type_of_Office,Status_of_Candidate:id,Status_of_Candidate,Incumbency_Status:id,Incumbency_Status
CA,2006,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6398659,"NAKANO, GEORGE",Candidate,422974,"NAKANO, GEORGE",113299,3,Support,27317382,NO PAYEE IDENTIFIED,53950698,6398659,"NAKANO, GEORGE",Lost-Primary,S,State Senate,2,Lost,O,Open
AZ,2016,40915628,SAVE OUR AZ SOLAR,101,Alternative energy production & services,32,Miscellaneous Energy,5,Energy & Natural Resources,6602310,"BURNS, ROBERT (BOB)",Candidate,23095486,"ELECT ROBERT ""BOB"" BURNS",111187.8,3,Support,10080742,LINCOLN STRATEGY GROUP,141925290,6602310,"BURNS, ROBERT (BOB)",Won-General,O,Other Statewide,1,Won,I,Incumbent
CA,2010,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",6503431,"BUTLER, BETSY",Candidate,3822303,"BUTLER, BETSY",110926,4,Oppose,27317382,NO PAYEE IDENTIFIED,53972785,6503431,"BUTLER, BETSY",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",13008690,"BROWN, CHERYL R",Candidate,309278,"BROWN, CHERYL",108812.5,3,Support,27317382,NO PAYEE IDENTIFIED,130251980,13008690,"BROWN, CHERYL R",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
CA,2016,720,CREDIT UNION (UNIDENTIFIABLE),117,Credit unions,47,Credit Unions,6,"Finance, Insurance & Real Estate",38562212,"GRAYSON, TIM",Candidate,12753411,"GRAYSON, TIM",107027.66,3,Support,27317382,NO PAYEE IDENTIFIED,144526784,38562212,"GRAYSON, TIM",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,16635303,"BAKER, CATHARINE",Candidate,13027220,"BAKER, CATHARINE",104759.13,3,Support,27317382,NO PAYEE IDENTIFIED,144532079,16635303,"BAKER, CATHARINE",Won-General,H,State House/Assembly,1,Won,I,Incumbent
CA,2016,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,16635303,"BAKER, CATHARINE",Candidate,13027220,"BAKER, CATHARINE",104759.13,3,Support,27317382,NO PAYEE IDENTIFIED,144532080,16635303,"BAKER, CATHARINE",Won-General,H,State House/Assembly,1,Won,I,Incumbent
AZ,2016,43265283,ARIZONA COALITION FOR RELIABLE ELECTRICITY,102,Electric power utilities,36,Electric Utilities,5,Energy & Natural Resources,6602310,"BURNS, ROBERT (BOB)",Candidate,23095486,"ELECT ROBERT ""BOB"" BURNS",103760.48,3,Support,43265326,DIRECT RESPONSE GROUP LLC,148162959,6602310,"BURNS, ROBERT (BOB)",Won-General,O,Other Statewide,1,Won,I,Incumbent
AZ,2016,43265283,ARIZONA COALITION FOR RELIABLE ELECTRICITY,102,Electric power utilities,36,Electric Utilities,5,Energy & Natural Resources,40621860,"DUNN, BOYD",Candidate,23519673,BOYD DUNN 2016,103760.48,3,Support,43265326,DIRECT RESPONSE GROUP LLC,148162960,40621860,"DUNN, BOYD",Won-General,O,Other Statewide,1,Won,C,Challenger
AZ,2016,43265283,ARIZONA COALITION FOR RELIABLE ELECTRICITY,102,Electric power utilities,36,Electric Utilities,5,Energy & Natural Resources,6671218,"TOBIN, ANDREW M (ANDY)",Candidate,23521439,ANDY TOBIN FOR AZ CORP COMMISSION,103760.48,3,Support,43265326,DIRECT RESPONSE GROUP LLC,148162961,6671218,"TOBIN, ANDREW M (ANDY)",Won-General,O,Other Statewide,1,Won,I,Incumbent
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",18694309,"DODD, BILL",Candidate,5559537,"DODD, BILL",103000,3,Support,27317382,NO PAYEE IDENTIFIED,130250838,18694309,"DODD, BILL",Won-General,S,State Senate,1,Won,O,Open
CA,2012,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",11022817,"DALY, TOM",Candidate,490285,"DALY, TOM",102000,3,Support,27317382,NO PAYEE IDENTIFIED,54091500,11022817,"DALY, TOM",Won-General,H,State House/Assembly,1,Won,O,Open
IA,2018,43130659,AMERICAN WIND ACTION,101,Alternative energy production & services,32,Miscellaneous Energy,5,Energy & Natural Resources,6047972,"REYNOLDS, KIM K",Candidate,1872687,"REYNOLDS, KIM",100450,3,Support,47667027,S-3 PUBLIC AFFAIRS LLC,173461623,6047972,"REYNOLDS, KIM K",Won-Primary,G,Gubernatorial,1,Won,I,Incumbent
CA,2008,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",1346984,"WRIGHT, RODERICK D (ROD)",Candidate,300459,"WRIGHT, ROD",100015,3,Support,27317382,NO PAYEE IDENTIFIED,53964467,1346984,"WRIGHT, RODERICK D (ROD)",Won-General,S,State Senate,1,Won,O,Open
AZ,2014,5798,ARIZONA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6690747,"DUCEY, DOUGLAS A",Candidate,16608815,DUCEY 2014,100000,3,Support,15991,SMART MEDIA GROUP,67355834,6690747,"DUCEY, DOUGLAS A",Won-General,G,Gubernatorial,1,Won,O,Open
CA,2008,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,6485591,"BLOCK, MARTY",Candidate,6342353,"BLOCK, MARTY",100000,4,Oppose,27317382,NO PAYEE IDENTIFIED,53966452,6485591,"BLOCK, MARTY",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2008,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,6485591,"BLOCK, MARTY",Candidate,6342353,"BLOCK, MARTY",100000,4,Oppose,27317382,NO PAYEE IDENTIFIED,53966454,6485591,"BLOCK, MARTY",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2014,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,594598,"CHANG, LING LING",Candidate,707614,"CHANG, LING LING",100000,3,Support,27317382,NO PAYEE IDENTIFIED,76520188,594598,"CHANG, LING LING",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2014,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",1348234,"GLAZER, STEVEN",Candidate,7036923,"GLAZER, STEVE",100000,3,Support,27317382,NO PAYEE IDENTIFIED,76519878,1348234,"GLAZER, STEVEN",Lost-Top Two Primary,H,State House/Assembly,2,Lost,O,Open
CA,2016,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,23421283,"CHEN, PHILLIP",Candidate,69148,"CHEN, PHILLIP",100000,3,Support,27317382,NO PAYEE IDENTIFIED,144530169,23421283,"CHEN, PHILLIP",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",15368808,"STEINORTH, MARC",Candidate,7399077,"STEINORTH, MARC",100000,3,Support,27317382,NO PAYEE IDENTIFIED,130252025,15368808,"STEINORTH, MARC",Won-General,H,State House/Assembly,1,Won,I,Incumbent
CA,2018,3267,CALIFORNIA BUILDING INDUSTRY ASSOCIATION,32,Residential construction,12,Home Builders,2,Construction,312332,"NEWSOM, GAVIN",Candidate,370256,"NEWSOM, GAVIN",100000,3,Support,47187276,NEWSOM 2018,170273346,312332,"NEWSOM, GAVIN",Won-General,G,Gubernatorial,1,Won,O,Open
MN,2018,18832,PLANNED PARENTHOOD MINNESOTA NORTH DAKOTA SOUTH DAKOTA,224,Health care services,67,Health Services,8,Health,6597907,"JOHNSON, JEFF",Candidate,19265282,JOHNSON (JEFF) FOR GOVERNOR,100000,4,Oppose,17599616,BLUEPRINT INTERACTIVE,173720407,6597907,"JOHNSON, JEFF & BERGSTROM, DONNA",Lost-General,G,Gubernatorial,2,Lost,O,Open
MN,2018,10243224,HOUSING FIRST MINNESOTA,32,Residential construction,12,Home Builders,2,Construction,6597907,"JOHNSON, JEFF",Candidate,19265282,JOHNSON (JEFF) FOR GOVERNOR,100000,3,Support,47694677,LARRY JOHN WRIGHT ADVERTISING INC,173719525,6597907,"JOHNSON, JEFF & BERGSTROM, DONNA",Lost-General,G,Gubernatorial,2,Lost,O,Open
TX,2018,391,BORDER HEALTH PAC,220,Health care institutions,66,Hospitals & Nursing Homes,8,Health,13006838,"BONNEN, DENNIS H",Candidate,23910555,"BONNEN, REPRESENTATIVE DENNIS",100000,5,Unknown,47800745,"BONNEN, REPRESENTATIVE DENNIS",174436060,13006838,"BONNEN, DENNIS H",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2018,18902,TEXAS HEALTH CARE ASSOCIATION,222,Nursing homes,66,Hospitals & Nursing Homes,8,Health,11281947,"ABBOTT, GREG",Candidate,2401016,"ABBOTT, GREG",100000,5,Unknown,47802363,"ABBOTT, HONORABLE GREG",174440095,11281947,"ABBOTT, GREG",Won-General,G,Gubernatorial,1,Won,I,Incumbent
CA,2006,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6468874,"MURRAY, CYNTHIA L",Candidate,657996,"MURRAY, CYNTHIA",99901.97,3,Support,27317382,NO PAYEE IDENTIFIED,53950694,6468874,"MURRAY, CYNTHIA L",Lost-Primary,H,State House/Assembly,2,Lost,O,Open
CA,2016,4265,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA / PHRMA,235,Pharmaceutical manufacturing,68,Pharmaceuticals & Health Products,8,Health,39707414,"NGUYEN, MADISON",Candidate,6347439,"NGUYEN, MADISON",99815.04,3,Support,27317382,NO PAYEE IDENTIFIED,144531951,39707414,"NGUYEN, MADISON",Lost-General,H,State House/Assembly,2,Lost,O,Open
IL,2016,4441,ILLINOIS REALTORS ASSOCIATION,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",38445083,"MCCOMBIE, TONY M",Candidate,23467619,"MCCOMBIE, TONY",99750,3,Support,29311146,ASSOCIATED CAMPAIGN CONSULTING & ELECTION SERVICES,148702695,38445083,"MCCOMBIE, TONY M",Won-General,H,State House/Assembly,1,Won,C,Challenger
AZ,2016,40915628,SAVE OUR AZ SOLAR,101,Alternative energy production & services,32,Miscellaneous Energy,5,Energy & Natural Resources,6602310,"BURNS, ROBERT (BOB)",Candidate,23095486,"ELECT ROBERT ""BOB"" BURNS",96748.8,3,Support,10080742,LINCOLN STRATEGY GROUP,141925286,6602310,"BURNS, ROBERT (BOB)",Won-General,O,Other Statewide,1,Won,I,Incumbent
AZ,2016,40915628,SAVE OUR AZ SOLAR,101,Alternative energy production & services,32,Miscellaneous Energy,5,Energy & Natural Resources,6602310,"BURNS, ROBERT (BOB)",Candidate,23095486,"ELECT ROBERT ""BOB"" BURNS",96394.56,3,Support,10080742,LINCOLN STRATEGY GROUP,141925289,6602310,"BURNS, ROBERT (BOB)",Won-General,O,Other Statewide,1,Won,I,Incumbent
CA,2012,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",1269359,"MILLER, JEFF",Candidate,78962,"MILLER, JEFF",96226,3,Support,27317382,NO PAYEE IDENTIFIED,54091511,1269359,"MILLER, JEFF",Lost-General,S,State Senate,2,Lost,O,Open
WA,2008,3671705,ITS TIME FOR A CHANGE,29,Builders associations,11,General Contractors,2,Construction,2657541,"ROSSI, DINO J",Candidate,5788845,"ROSSI, DINO",95127.97,3,Support,7957556,DRESNER WICKERS & ASSOCIATES,53977404,2657541,"ROSSI, DINO J",Lost-General,G,Gubernatorial,2,Lost,C,Challenger
TX,2018,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6049322,"HUFFINES, DONALD BLAINE (DON)",Candidate,23235357,"HUFFINES, SENATOR DON",92535.78,3,Support,47802398,ACCESS,174440440,6049322,"HUFFINES, DONALD BLAINE (DON)",Lost-General,S,State Senate,2,Lost,I,Incumbent
CO,2016,6348,COLORADO ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",23440950,"TATE, JOHN A (JACK)",Candidate,3851875,"TATE, JOHN A",92282.72,3,Support,29311146,ASSOCIATED CAMPAIGN CONSULTING & ELECTION SERVICES,148373505,23440950,"TATE, JOHN A (JACK)",Won-General,S,State Senate,1,Won,I,Incumbent
CO,2016,6348,COLORADO ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",23440950,"TATE, JOHN A (JACK)",Candidate,3851875,"TATE, JOHN A",92282.72,3,Support,29311146,ASSOCIATED CAMPAIGN CONSULTING & ELECTION SERVICES,148374119,23440950,"TATE, JOHN A (JACK)",Won-General,S,State Senate,1,Won,I,Incumbent
NC,2016,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,6824444,"COOPER III, ROY ASBERRY",Candidate,207381,"COOPER, ROY",91993.27,3,Support,23388816,MACK SUMNER COMMUNICATIONS LLC,144253062,6824444,"COOPER III, ROY ASBERRY",Won-General,G,Gubernatorial,1,Won,C,Challenger
NC,2014,9970,AMERICAN PETROLEUM INSTITUTE,85,Oil & gas,33,Oil & Gas,5,Energy & Natural Resources,10886781,"BAREFOOT, JOHN CHADWICK (CHAD)",Candidate,17019782,"BAREFOOT, CHAD",91485.5,3,Support,5825254,STRATEGIC MEDIA SERVICES,77140048,10886781,"BAREFOOT, JOHN CHADWICK (CHAD)",Won-General,S,State Senate,1,Won,I,Incumbent
NC,2014,9970,AMERICAN PETROLEUM INSTITUTE,85,Oil & gas,33,Oil & Gas,5,Energy & Natural Resources,10886774,"RABIN, RONALD JOSEPH",Candidate,12877015,"RABIN, RONALD",91485.5,3,Support,5825254,STRATEGIC MEDIA SERVICES,77140048,10886774,"RABIN, RONALD JOSEPH",Won-General,S,State Senate,1,Won,I,Incumbent
WA,2008,3671705,ITS TIME FOR A CHANGE,29,Builders associations,11,General Contractors,2,Construction,6445751,"GREGOIRE, CHRISTINE O",Candidate,2756653,"GREGOIRE, CHRISTINE",90029.53,4,Oppose,7957556,DRESNER WICKERS & ASSOCIATES,53977404,6445751,"GREGOIRE, CHRISTINE O",Won-General,G,Gubernatorial,1,Won,I,Incumbent
CA,2008,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,6485591,"BLOCK, MARTY",Candidate,6342353,"BLOCK, MARTY",89025,4,Oppose,27317382,NO PAYEE IDENTIFIED,53966451,6485591,"BLOCK, MARTY",Won-General,H,State House/Assembly,1,Won,O,Open
MO,2016,18848,PLANNED PARENTHOOD OF THE ST LOUIS REGION & SOUTHWEST MISSOURI,224,Health care services,67,Health Services,8,Health,3800695,"SIFTON JR, RICHARD PRESCOTT (SCOTT)",Candidate,3594681,"SIFTON, SCOTT",88478.98,3,Support,27317382,NO PAYEE IDENTIFIED,145236107,3800695,"SIFTON JR, RICHARD PRESCOTT (SCOTT)",Won-General,S,State Senate,1,Won,I,Incumbent
WA,2008,3671705,ITS TIME FOR A CHANGE,29,Builders associations,11,General Contractors,2,Construction,6445751,"GREGOIRE, CHRISTINE O",Candidate,2756653,"GREGOIRE, CHRISTINE",88149.85,4,Oppose,27318415,KAFE RADIO,53977419,6445751,"GREGOIRE, CHRISTINE O",Won-General,G,Gubernatorial,1,Won,I,Incumbent
TX,2018,18902,TEXAS HEALTH CARE ASSOCIATION,222,Nursing homes,66,Hospitals & Nursing Homes,8,Health,11860515,"PATRICK, DAN GOEB",Candidate,1649533,"PATRICK, DAN",86000,5,Unknown,47800974,"PATRICK, HONORABLE DAN",174440094,11860515,"PATRICK, DAN GOEB",Won-General,G,Gubernatorial,1,Won,I,Incumbent
MN,2016,1823,NATIONAL ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",16072440,"PETERSON, ROZ",Candidate,19265271,ELECT ROZ PETERSON COMMITTEE,84392.4,3,Support,27334516,ASSOCIATED CAMPAIGN CONSULTING & ELECTION SERVICES,149003503,16072440,"PETERSON, ROZ",Won-General,H,State House/Assembly,1,Won,I,Incumbent
MI,2014,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,972455,"SCHAUER, MARK HAMILTON",Candidate,3235150,"SCHAUER, MARK",83352.47,3,Support,29311072,COMMUNITY OUTREACH GROUP,126268558,972455,"SCHAUER, MARK HAMILTON",Won-Primary,G,Gubernatorial,1,Won,O,Open
MI,2014,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,972455,"SCHAUER, MARK HAMILTON",Candidate,3235150,"SCHAUER, MARK",83352.47,3,Support,29311072,COMMUNITY OUTREACH GROUP,126268558,972455,"SCHAUER, MARK HAMILTON & BROWN, LISA",Lost-General,G,Gubernatorial,2,Lost,C,Challenger
AZ,2016,43265283,ARIZONA COALITION FOR RELIABLE ELECTRICITY,102,Electric power utilities,36,Electric Utilities,5,Energy & Natural Resources,6602310,"BURNS, ROBERT (BOB)",Candidate,23095486,"ELECT ROBERT ""BOB"" BURNS",83333.34,3,Support,43265326,DIRECT RESPONSE GROUP LLC,148162826,6602310,"BURNS, ROBERT (BOB)",Won-General,O,Other Statewide,1,Won,I,Incumbent
AZ,2016,43265283,ARIZONA COALITION FOR RELIABLE ELECTRICITY,102,Electric power utilities,36,Electric Utilities,5,Energy & Natural Resources,6671218,"TOBIN, ANDREW M (ANDY)",Candidate,23521439,ANDY TOBIN FOR AZ CORP COMMISSION,83333.33,3,Support,43265326,DIRECT RESPONSE GROUP LLC,148162828,6671218,"TOBIN, ANDREW M (ANDY)",Won-General,O,Other Statewide,1,Won,I,Incumbent
AZ,2016,43265283,ARIZONA COALITION FOR RELIABLE ELECTRICITY,102,Electric power utilities,36,Electric Utilities,5,Energy & Natural Resources,40621860,"DUNN, BOYD",Candidate,23519673,BOYD DUNN 2016,83333.33,3,Support,43265326,DIRECT RESPONSE GROUP LLC,148162829,40621860,"DUNN, BOYD",Won-General,O,Other Statewide,1,Won,C,Challenger
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",82000,3,Support,27317382,NO PAYEE IDENTIFIED,130251879,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
MI,2014,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,972455,"SCHAUER, MARK HAMILTON",Candidate,3235150,"SCHAUER, MARK",81573.92,3,Support,29311072,COMMUNITY OUTREACH GROUP,67387807,972455,"SCHAUER, MARK HAMILTON",Won-Primary,G,Gubernatorial,1,Won,O,Open
MI,2014,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,972455,"SCHAUER, MARK HAMILTON",Candidate,3235150,"SCHAUER, MARK",81573.92,3,Support,29311072,COMMUNITY OUTREACH GROUP,67387807,972455,"SCHAUER, MARK HAMILTON & BROWN, LISA",Lost-General,G,Gubernatorial,2,Lost,C,Challenger
WA,2014,1823,NATIONAL ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",2602903,"HILL, ANDREW R (ANDY)",Candidate,1188649,"HILL, ANDREW",80200,3,Support,1823,NATIONAL ASSOCIATION OF REALTORS,80467531,2602903,"HILL, ANDREW R (ANDY)",Won-General,S,State Senate,1,Won,I,Incumbent
CA,2016,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,81851,"SKINNER, NANCY T",Candidate,490328,"SKINNER, NANCY",80000,3,Support,27317382,NO PAYEE IDENTIFIED,144532456,81851,"SKINNER, NANCY T",Won-General,S,State Senate,1,Won,O,Open
MN,2018,10243224,HOUSING FIRST MINNESOTA,32,Residential construction,12,Home Builders,2,Construction,6598136,"PAWLENTY, TIMOTHY J (TIM)",Candidate,27647769,TIM PAWLENTY FOR GOVERNOR,80000,3,Support,47694677,LARRY JOHN WRIGHT ADVERTISING INC,173721123,6598136,"PAWLENTY, TIMOTHY J (TIM) & FISCHBACH, MICHELLE",Lost-Primary,G,Gubernatorial,2,Lost,O,Open
TX,2018,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",44105515,"HARRIS, CODY",Candidate,671167,"HARRIS, CODY",80000,5,Unknown,44709679,LINCOLN STRATEGIES,174440329,44105515,"HARRIS, CODY",Won-General,H,State House/Assembly,1,Won,O,Open
ME,2014,26284550,PLANNED PARENTHOOD OF MAINE,224,Health care services,67,Health Services,8,Health,6374097,"MICHAUD, MICHAEL H (MIKE)",Candidate,3149216,"MICHAUD, MICHAEL H",79625,3,Support,26358721,CHI / DONAHOE + COLE / DUFFY,86112551,6374097,"MICHAUD, MICHAEL H (MIKE)",Lost-General,G,Gubernatorial,2,Lost,C,Challenger
ME,2014,26284550,PLANNED PARENTHOOD OF MAINE,224,Health care services,67,Health Services,8,Health,6680645,"LEPAGE, PAUL R",Candidate,20261959,"LEPAGE, HON. PAUL R",79625,4,Oppose,26358721,CHI / DONAHOE + COLE / DUFFY,86112551,6680645,"LEPAGE, PAUL R",Won-General,G,Gubernatorial,1,Won,I,Incumbent
WA,2008,3671705,ITS TIME FOR A CHANGE,29,Builders associations,11,General Contractors,2,Construction,6445751,"GREGOIRE, CHRISTINE O",Candidate,2756653,"GREGOIRE, CHRISTINE",79298.33,4,Oppose,7957556,DRESNER WICKERS & ASSOCIATES,53977415,6445751,"GREGOIRE, CHRISTINE O",Won-General,G,Gubernatorial,1,Won,I,Incumbent
WA,2008,3671705,ITS TIME FOR A CHANGE,29,Builders associations,11,General Contractors,2,Construction,2657541,"ROSSI, DINO J",Candidate,5788845,"ROSSI, DINO",78832.02,3,Support,7957556,DRESNER WICKERS & ASSOCIATES,53977415,2657541,"ROSSI, DINO J",Lost-General,G,Gubernatorial,2,Lost,C,Challenger
TX,2014,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",22216306,"CALLISON, GLENN",Candidate,13422895,"CALLISON, MR. GLENN",78000,5,Unknown,32480414,MCLAUGHLIN & ASSOCIATES,77162971,22216306,"CALLISON, GLENN",Lost-Primary Runoff,H,State House/Assembly,2,Lost,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",77000,3,Support,27317382,NO PAYEE IDENTIFIED,130251940,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
WA,2016,9414,WASHINGTON ASSOCIATON OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",2888639,"HOBBS, STEVEN R",Candidate,1468965,"HOBBS, STEVEN",76500,3,Support,29311146,ASSOCIATED CAMPAIGN CONSULTING & ELECTION SERVICES,137071214,2888639,"HOBBS, STEVEN R",Lost-Top Two Primary,G,Gubernatorial,2,Lost,O,Open
IL,2016,1823,NATIONAL ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",13000105,"YINGLING, SAM",Candidate,7268835,"YINGLING, SAM",76000,3,Support,27333148,ASSOCIATED CAMP CONSULTING & ELECT SERVICES,148702681,13000105,"YINGLING, SAM",Won-General,H,State House/Assembly,1,Won,I,Incumbent
RI,2014,1823,NATIONAL ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",25004508,"WALL, CHRISTOPHER",Candidate,7086850,"WALL, CHRIS",75200,3,Support,33203908,ARDLEIGH GROUP,84507240,25004508,"WALL, CHRISTOPHER",Lost-Primary,S,State Senate,2,Lost,C,Challenger
MI,2018,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,253478,"WHITMER, GRETCHEN E",Candidate,3246892,"WHITMER, GRETCHEN",75025,3,Support,27321881,NEW MEDIA FIRM,171918137,253478,"WHITMER, GRETCHEN E",Won-Primary,G,Gubernatorial,1,Won,O,Open
