Candidate_id,Candidate_Entity_ID,General_Party_ID,Election_Type,Office_Sought,Broad_Sector,Incumbency_Status,Election_Year,Industry_Spending_Totals,Status_of_Candidate,Status_of_Candidate,Candidate,Election_Status,General_Party,Election_Type,Office_Sought,Incumbency_Status,Broad_Sector
168182,13008437,1,1,675,8,1,2014,375732,1,Won,"PAN, RICHARD",Won-General,Democratic,Standard,SENATE DISTRICT 006,Open,Health
238326,13008437,1,1,675,8,2,2018,375336,1,Won,"PAN, RICHARD",Won-General,Democratic,Standard,SENATE DISTRICT 006,Incumbent,Health
103537,12996619,2,1,9171,6,2,1998,375075,1,Won,"JONES, BILL",Won-General,Republican,Standard,SECRETARY OF STATE,Incumbent,"Finance, Insurance & Real Estate"
141952,369166,1,1,15025,6,2,2012,374627,1,Won,"SHERMAN, BRAD",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 030,Incumbent,"Finance, Insurance & Real Estate"
160082,17658644,1,1,15025,8,2,2010,372900,1,Won,"WAXMAN, HENRY A",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 030,Incumbent,Health
160183,2545581,1,1,14929,8,2,2010,372809,1,Won,"BOXER, BARBARA S",Won-General,Democratic,Standard,US SENATE DISTRICT CA SW-CLASS III,Incumbent,Health
125804,6468901,1,1,689,6,2,2010,372323,1,Won,"PADILLA, ALEX",Won-General,Democratic,Standard,SENATE DISTRICT 020,Incumbent,"Finance, Insurance & Real Estate"
160119,2022063,1,1,15003,8,2,2010,371700,1,Won,"PELOSI, NANCY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 008,Incumbent,Health
168136,1257359,1,1,15038,6,2,2014,370490,1,Won,"WATERS, MAXINE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 043,Incumbent,"Finance, Insurance & Real Estate"
202301,14148706,1,1,15047,6,2,2016,369915,1,Won,"PETERS, SCOTT",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 052,Incumbent,"Finance, Insurance & Real Estate"
168207,2322930,1,1,693,6,2,2014,368722,1,Won,"DE LEON, KEVIN",Won-General,Democratic,Standard,SENATE DISTRICT 024,Incumbent,"Finance, Insurance & Real Estate"
168116,17657757,1,1,15031,8,2,2014,366633,1,Won,"RUIZ, RAUL",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 036,Incumbent,Health
125809,1257070,1,1,699,6,2,2010,366333,1,Won,"CALDERON, RONALD S (RON)",Won-General,Democratic,Standard,SENATE DISTRICT 030,Incumbent,"Finance, Insurance & Real Estate"
160119,2022063,1,1,15003,6,2,2010,364700,1,Won,"PELOSI, NANCY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 008,Incumbent,"Finance, Insurance & Real Estate"
49644,6654764,2,1,9175,6,1,1998,360895,2,Lost,"STIRLING, DAVE",Lost-General,Republican,Standard,ATTORNEY GENERAL,Open,"Finance, Insurance & Real Estate"
168109,16562595,1,1,15029,6,2,2014,360650,1,Won,"BECERRA, XAVIER",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 034,Incumbent,"Finance, Insurance & Real Estate"
238647,16635303,2,1,605,6,2,2018,359040,2,Lost,"BAKER, CATHARINE",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 016,Incumbent,"Finance, Insurance & Real Estate"
125811,6398747,1,1,703,6,2,2010,358747,1,Won,"CORREA, LOU",Won-General,Democratic,Standard,SENATE DISTRICT 034,Incumbent,"Finance, Insurance & Real Estate"
167983,12556998,1,1,15002,6,2,2014,357631,1,Won,"BERA, AMI",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 007,Incumbent,"Finance, Insurance & Real Estate"
226800,622640,1,1,15046,6,2,2018,357150,1,Won,"VARGAS, JUAN",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 051,Incumbent,"Finance, Insurance & Real Estate"
202329,32203683,1,1,680,6,1,2016,353350,1,Won,"WIENER, SCOTT",Won-General,Democratic,Standard,SENATE DISTRICT 011,Open,"Finance, Insurance & Real Estate"
103720,6398633,1,1,632,6,2,2004,352871,1,Won,"FROMMER, DARIO",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 043,Incumbent,"Finance, Insurance & Real Estate"
227323,43645647,1,1,15043,6,3,2018,351375,1,Won,"ROUDA, HARLEY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 048,Challenger,"Finance, Insurance & Real Estate"
49716,13008730,2,1,643,8,1,1998,351237,2,Lost,"ALBAN, JULIE",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 054,Open,Health
202235,16562595,1,1,15029,6,2,2016,349500,1,Won,"BECERRA, XAVIER",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 034,Incumbent,"Finance, Insurance & Real Estate"
226707,12556998,1,1,15002,6,2,2018,349050,1,Won,"BERA, AMI",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 007,Incumbent,"Finance, Insurance & Real Estate"
223742,6451725,1,1,9169,8,1,2018,348323,2,Lost,"VILLARAIGOSA, ANTONIO",Lost-Top Two Primary,Democratic,Standard,GOVERNOR,Open,Health
202167,373494,1,1,15012,6,3,2016,348252,1,Won,"KHANNA, ROHIT",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 017,Challenger,"Finance, Insurance & Real Estate"
227239,2022063,1,1,15007,8,2,2018,344374,1,Won,"PELOSI, NANCY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 012,Incumbent,Health
226912,1257359,1,1,15038,6,2,2018,344200,1,Won,"WATERS, MAXINE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 043,Incumbent,"Finance, Insurance & Real Estate"
66971,6686482,2,1,9171,6,3,2010,343730,2,Lost,"DUNN, DAMON",Lost-General,Republican,Standard,SECRETARY OF STATE,Challenger,"Finance, Insurance & Real Estate"
130826,774880,1,1,642,6,2,2012,343223,1,Won,"PEREZ, JOHN A",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 053,Incumbent,"Finance, Insurance & Real Estate"
202373,145632,1,1,708,8,1,2016,342825,1,Won,"ATKINS, TONI",Won-General,Democratic,Standard,SENATE DISTRICT 039,Open,Health
227274,44044404,1,1,15020,6,3,2018,341731,1,Won,"HILL, KATIE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 025,Challenger,"Finance, Insurance & Real Estate"
125801,6398629,1,1,677,6,2,2010,341212,1,Won,"YEE, LELAND Y",Won-General,Democratic,Standard,SENATE DISTRICT 008,Incumbent,"Finance, Insurance & Real Estate"
103774,622640,1,1,668,6,2,2004,340858,1,Won,"VARGAS, JUAN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 079,Incumbent,"Finance, Insurance & Real Estate"
167939,433187,1,1,9174,6,1,2014,339430,1,Won,"CHIANG, JOHN",Won-General,Democratic,Standard,TREASURER,Open,"Finance, Insurance & Real Estate"
160169,16562595,1,1,15026,8,2,2010,339150,1,Won,"BECERRA, XAVIER",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 031,Incumbent,Health
227025,369166,1,1,15025,6,2,2018,338540,1,Won,"SHERMAN, BRAD",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 030,Incumbent,"Finance, Insurance & Real Estate"
111026,1403023,1,1,601,6,1,2006,337410,1,Won,"MA, FIONA",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 012,Open,"Finance, Insurance & Real Estate"
30102,2214700,2,1,9172,6,1,2002,334749,2,Lost,"MENDOZA, GARY",Lost-General,Republican,Standard,INSURANCE COMMISSIONER,Open,"Finance, Insurance & Real Estate"
223730,16562595,1,1,9175,8,2,2018,334559,1,Won,"BECERRA, XAVIER",Won-General,Democratic,Standard,ATTORNEY GENERAL,Incumbent,Health
226710,13008566,2,1,15005,5,2,2018,333983,2,Lost,"DENHAM, JEFF",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 010,Incumbent,Energy & Natural Resources
223775,363200,1,1,9173,6,1,2018,332675,2,Lost,"HERNANDEZ, EDWARD P",Lost-General,Democratic,Standard,LIEUTENANT GOVERNOR,Open,"Finance, Insurance & Real Estate"
86140,2373302,1,1,615,6,2,2000,331061,1,Won,"CARDOZA, DENNIS A",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 026,Incumbent,"Finance, Insurance & Real Estate"
12264,1256503,1,1,9169,6,1,1998,330278,2,Lost,"HARMAN, JANE",Lost-Primary,Democratic,Standard,GOVERNOR,Open,"Finance, Insurance & Real Estate"
238368,6413709,1,1,687,6,2,2018,330217,1,Won,"HERTZBERG, ROBERT (BOB)",Won-General,Democratic,Standard,SENATE DISTRICT 018,Incumbent,"Finance, Insurance & Real Estate"
226801,14148706,1,1,15047,6,2,2018,329909,1,Won,"PETERS, SCOTT",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 052,Incumbent,"Finance, Insurance & Real Estate"
167978,1952480,1,1,15000,6,2,2014,326870,1,Won,"THOMPSON, MIKE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 005,Incumbent,"Finance, Insurance & Real Estate"
15255,12997061,1,1,9173,6,1,2006,326621,2,Lost,"SPEIER, JACKIE",Lost-Primary,Democratic,Standard,LIEUTENANT GOVERNOR,Open,"Finance, Insurance & Real Estate"
168006,2022063,1,1,15007,6,2,2014,326285,1,Won,"PELOSI, NANCY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 012,Incumbent,"Finance, Insurance & Real Estate"
223729,13008469,1,1,9175,8,3,2018,324390,2,Lost,"JONES, DAVE",Lost-Top Two Primary,Democratic,Standard,ATTORNEY GENERAL,Challenger,Health
140995,16562595,1,1,15029,6,2,2012,324234,1,Won,"BECERRA, XAVIER",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 034,Incumbent,"Finance, Insurance & Real Estate"
226920,13008846,2,1,15040,8,2,2018,320816,2,Lost,"WALTERS, MIMI",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 045,Incumbent,Health
202245,17657762,1,1,15033,6,2,2016,319575,1,Won,"SANCHEZ, LINDA T",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 038,Incumbent,"Finance, Insurance & Real Estate"
202373,145632,1,1,708,6,1,2016,318584,1,Won,"ATKINS, TONI",Won-General,Democratic,Standard,SENATE DISTRICT 039,Open,"Finance, Insurance & Real Estate"
141951,17658644,1,1,15028,8,2,2012,318299,1,Won,"WAXMAN, HENRY A",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 033,Incumbent,Health
226801,14148706,1,1,15047,8,2,2018,318158,1,Won,"PETERS, SCOTT",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 052,Incumbent,Health
2607,2020041,1,1,9170,6,1,2002,318089,2,Lost,"KLEHS, JOHAN",Lost-Primary,Democratic,Standard,CONTROLLER,Open,"Finance, Insurance & Real Estate"
142055,1952480,1,1,15000,6,2,2012,317535,1,Won,"THOMPSON, MIKE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 005,Incumbent,"Finance, Insurance & Real Estate"
142057,2022063,1,1,15007,6,2,2012,317266,1,Won,"PELOSI, NANCY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 012,Incumbent,"Finance, Insurance & Real Estate"
86133,6617052,2,1,700,8,2,2000,316645,1,Won,"BRULTE, JAMES L",Won-General,Republican,Standard,SENATE DISTRICT 031,Incumbent,Health
160160,8050793,1,1,15009,8,2,2010,316516,1,Won,"ESHOO, ANNA G",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 014,Incumbent,Health
223785,1403023,1,1,9174,6,1,2018,314842,1,Won,"MA, FIONA",Won-General,Democratic,Standard,TREASURER,Open,"Finance, Insurance & Real Estate"
202225,17657748,1,1,15026,6,2,2016,314146,1,Won,"AGUILAR, PETE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 031,Incumbent,"Finance, Insurance & Real Estate"
86135,792818,1,1,647,6,2,2000,314072,1,Won,"CALDERON, THOMAS M (TOM)",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 058,Incumbent,"Finance, Insurance & Real Estate"
167949,13008469,1,1,9172,8,2,2014,314063,1,Won,"JONES, DAVE",Won-General,Democratic,Standard,INSURANCE COMMISSIONER,Incumbent,Health
202321,1348234,1,1,676,6,2,2016,312701,1,Won,"GLAZER, STEVEN",Won-General,Democratic,Standard,SENATE DISTRICT 007,Incumbent,"Finance, Insurance & Real Estate"
226710,13008566,2,1,15005,6,2,2018,311350,2,Lost,"DENHAM, JEFF",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 010,Incumbent,"Finance, Insurance & Real Estate"
65376,28456,2,1,9173,6,1,2010,310048,2,Lost,"MALDONADO, ABEL",Lost-General,Republican,Standard,LIEUTENANT GOVERNOR,Open,"Finance, Insurance & Real Estate"
103793,6413938,1,1,9171,6,1,2002,309279,1,Won,"SHELLEY, KEVIN",Won-General,Democratic,Standard,SECRETARY OF STATE,Open,"Finance, Insurance & Real Estate"
167934,774880,1,1,9170,6,1,2014,308890,2,Lost,"PEREZ, JOHN A",Lost-Top Two Primary,Democratic,Standard,CONTROLLER,Open,"Finance, Insurance & Real Estate"
168458,145632,1,1,667,8,2,2014,307407,1,Won,"ATKINS, TONI",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 078,Incumbent,Health
202187,2429326,2,1,15017,8,2,2016,307350,1,Won,"NUNES, DEVIN G",Won-General,Republican,Standard,US HOUSE DISTRICT CA 022,Incumbent,Health
202215,17657742,1,1,15024,6,2,2016,307200,1,Won,"CARDENAS, TONY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 029,Incumbent,"Finance, Insurance & Real Estate"
238679,1272718,2,1,703,6,2,2018,306400,2,Lost,"NGUYEN, JANET",Lost-General,Republican,Standard,SENATE DISTRICT 034,Incumbent,"Finance, Insurance & Real Estate"
141948,16617989,1,1,15010,8,2,2012,306300,2,Lost,"STARK, FORTNEY (PETE)",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 015,Incumbent,Health
103531,6451725,1,1,634,5,2,1998,305957,1,Won,"VILLARAIGOSA, ANTONIO",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 045,Incumbent,Energy & Natural Resources
168078,369166,1,1,15025,6,2,2014,305568,1,Won,"SHERMAN, BRAD",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 030,Incumbent,"Finance, Insurance & Real Estate"
167918,312332,1,1,9173,8,2,2014,303400,1,Won,"NEWSOM, GAVIN",Won-General,Democratic,Standard,LIEUTENANT GOVERNOR,Incumbent,Health
226789,15742560,1,1,15010,6,2,2018,303110,1,Won,"SWALWELL, ERIC",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 015,Incumbent,"Finance, Insurance & Real Estate"
86133,6617052,2,1,700,5,2,2000,302746,1,Won,"BRULTE, JAMES L",Won-General,Republican,Standard,SENATE DISTRICT 031,Incumbent,Energy & Natural Resources
238342,775712,1,1,681,6,1,2018,302429,1,Won,"CABALLERO, ANNA",Won-General,Democratic,Standard,SENATE DISTRICT 012,Open,"Finance, Insurance & Real Estate"
140995,16562595,1,1,15029,8,2,2012,302391,1,Won,"BECERRA, XAVIER",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 034,Incumbent,Health
140988,17657737,2,1,15021,6,1,2012,300526,2,Lost,"STRICKLAND, TONY",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 026,Open,"Finance, Insurance & Real Estate"
161117,18930573,2,1,14929,5,3,2010,300411,2,Lost,"FIORINA, CARLY",Lost-General,Republican,Standard,US SENATE DISTRICT CA SW-CLASS III,Challenger,Energy & Natural Resources
238679,1272718,2,1,703,8,2,2018,300072,2,Lost,"NGUYEN, JANET",Lost-General,Republican,Standard,SENATE DISTRICT 034,Incumbent,Health
161317,19890614,2,1,14929,6,1,2010,300048,2,Lost,"CAMPBELL, TOM",Lost-Primary,Republican,Standard,US SENATE DISTRICT CA SW-CLASS III,Open,"Finance, Insurance & Real Estate"
202151,13008566,2,1,15005,5,2,2016,299958,1,Won,"DENHAM, JEFF",Won-General,Republican,Standard,US HOUSE DISTRICT CA 010,Incumbent,Energy & Natural Resources
168207,2322930,1,1,693,8,2,2014,299091,1,Won,"DE LEON, KEVIN",Won-General,Democratic,Standard,SENATE DISTRICT 024,Incumbent,Health
111039,13008858,2,1,664,6,2,2006,297600,1,Won,"PLESCIA, GEORGE A",Won-General,Republican,Standard,ASSEMBLY DISTRICT 075,Incumbent,"Finance, Insurance & Real Estate"
202155,2022063,1,1,15007,8,2,2016,297362,1,Won,"PELOSI, NANCY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 012,Incumbent,Health
202131,1952480,1,1,15000,8,2,2016,297250,1,Won,"THOMPSON, MIKE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 005,Incumbent,Health
168062,23420984,2,1,15020,6,1,2014,297088,2,Lost,"STRICKLAND, ANTHONY A (TONY)",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 025,Open,"Finance, Insurance & Real Estate"
168163,14148706,1,1,15047,6,2,2014,296926,1,Won,"PETERS, SCOTT",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 052,Incumbent,"Finance, Insurance & Real Estate"
202521,18912256,1,1,634,6,2,2016,296289,1,Won,"DABABNEH, MATT",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 045,Incumbent,"Finance, Insurance & Real Estate"
111037,6468901,1,1,689,6,1,2006,296201,1,Won,"PADILLA, ALEX",Won-General,Democratic,Standard,SENATE DISTRICT 020,Open,"Finance, Insurance & Real Estate"
103746,331199,2,1,621,6,2,2004,296099,1,Won,"MCCARTHY, KEVIN",Won-General,Republican,Standard,ASSEMBLY DISTRICT 032,Incumbent,"Finance, Insurance & Real Estate"
249720,23421111,1,1,695,6,2,2018,295950,1,Won,"ALLEN, BEN",Won-General,Democratic,Standard,SENATE DISTRICT 026,Incumbent,"Finance, Insurance & Real Estate"
142065,16563796,1,1,15019,8,2,2012,292965,1,Won,"CAPPS, LOIS",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 024,Incumbent,Health
116962,6601286,2,1,670,6,2,2008,291820,1,Won,"COX, DAVE",Won-General,Republican,Standard,SENATE DISTRICT 001,Incumbent,"Finance, Insurance & Real Estate"
117117,13008846,2,1,702,6,1,2008,291750,1,Won,"WALTERS, MIMI",Won-General,Republican,Standard,SENATE DISTRICT 033,Open,"Finance, Insurance & Real Estate"
202301,14148706,1,1,15047,8,2,2016,291324,1,Won,"PETERS, SCOTT",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 052,Incumbent,Health
202151,13008566,2,1,15005,6,2,2016,290848,1,Won,"DENHAM, JEFF",Won-General,Republican,Standard,US HOUSE DISTRICT CA 010,Incumbent,"Finance, Insurance & Real Estate"
238513,11022817,1,1,658,6,2,2018,290845,1,Won,"DALY, TOM",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 069,Incumbent,"Finance, Insurance & Real Estate"
226914,13008615,2,1,15020,6,2,2018,288354,2,Lost,"KNIGHT, STEVE",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 025,Incumbent,"Finance, Insurance & Real Estate"
226797,17657762,1,1,15033,8,2,2018,288075,1,Won,"SANCHEZ, LINDA T",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 038,Incumbent,Health
228232,26294,1,1,15414,8,2,2018,287262,1,Won,"FEINSTEIN, DIANNE",Won-General,Democratic,Standard,US SENATE DISTRICT CA SW-CLASS I,Incumbent,Health
142170,26294,1,1,15414,6,2,2012,287033,1,Won,"FEINSTEIN, DIANNE",Won-General,Democratic,Standard,US SENATE DISTRICT CA SW-CLASS I,Incumbent,"Finance, Insurance & Real Estate"
125779,774880,1,1,635,6,2,2010,286313,1,Won,"PEREZ, JOHN A",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 046,Incumbent,"Finance, Insurance & Real Estate"
160218,369166,1,1,15022,6,2,2010,285826,1,Won,"SHERMAN, BRAD",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 027,Incumbent,"Finance, Insurance & Real Estate"
238683,11022372,2,1,705,6,2,2018,284975,1,Won,"BATES, PATRICIA C (PAT)",Won-General,Republican,Standard,SENATE DISTRICT 036,Incumbent,"Finance, Insurance & Real Estate"
21981,6468714,1,1,9175,6,1,2010,284850,2,Lost,"DELGADILLO, ROCKY",Lost-Primary,Democratic,Standard,ATTORNEY GENERAL,Open,"Finance, Insurance & Real Estate"
226711,15203357,1,1,15023,6,2,2018,284513,1,Won,"SCHIFF, ADAM B",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 028,Incumbent,"Finance, Insurance & Real Estate"
103521,131719,4,1,9176,6,1,1998,283610,1,Won,"EASTIN, DELAINE",Won-General,Nonpartisan,Standard,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,"Finance, Insurance & Real Estate"
103720,6398633,1,1,632,8,2,2004,283466,1,Won,"FROMMER, DARIO",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 043,Incumbent,Health
168197,6413709,1,1,687,6,1,2014,282444,1,Won,"HERTZBERG, ROBERT (BOB)",Won-General,Democratic,Standard,SENATE DISTRICT 018,Open,"Finance, Insurance & Real Estate"
33014,48993,2,1,9169,5,3,2002,282433,2,Lost,"SIMON JR, WILLIAM E (BILL)",Lost-General,Republican,Standard,GOVERNOR,Challenger,Energy & Natural Resources
130812,13008437,1,1,598,8,2,2012,282030,1,Won,"PAN, RICHARD",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 009,Incumbent,Health
226792,17657748,1,1,15026,6,2,2018,281599,1,Won,"AGUILAR, PETE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 031,Incumbent,"Finance, Insurance & Real Estate"
116952,22511,1,1,636,6,2,2008,280906,1,Won,"BASS, KAREN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 047,Incumbent,"Finance, Insurance & Real Estate"
160183,2545581,1,1,14929,2,2,2010,279687,1,Won,"BOXER, BARBARA S",Won-General,Democratic,Standard,US SENATE DISTRICT CA SW-CLASS III,Incumbent,Construction
167978,1952480,1,1,15000,8,2,2014,279585,1,Won,"THOMPSON, MIKE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 005,Incumbent,Health
168458,145632,1,1,667,6,2,2014,278450,1,Won,"ATKINS, TONI",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 078,Incumbent,"Finance, Insurance & Real Estate"
141881,16566899,2,1,15047,8,2,2012,277850,2,Lost,"BILBRAY, BRIAN P",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 052,Incumbent,Health
12093,24632,1,1,9175,6,1,1998,277333,2,Lost,"CALDERON, CHARLES M",Lost-Primary,Democratic,Standard,ATTORNEY GENERAL,Open,"Finance, Insurance & Real Estate"
168048,16563796,1,1,15019,8,2,2014,277185,1,Won,"CAPPS, LOIS",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 024,Incumbent,Health
130807,13008765,2,1,698,6,2,2012,277140,1,Won,"HUFF, ROBERT (BOB)",Won-General,Republican,Standard,SENATE DISTRICT 029,Incumbent,"Finance, Insurance & Real Estate"
111008,363200,1,1,646,8,1,2006,276774,1,Won,"HERNANDEZ, EDWARD P",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 057,Open,Health
227264,2429326,2,1,15017,8,2,2018,276597,1,Won,"NUNES, DEVIN G",Won-General,Republican,Standard,US HOUSE DISTRICT CA 022,Incumbent,Health
202259,1257359,1,1,15038,6,2,2016,276350,1,Won,"WATERS, MAXINE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 043,Incumbent,"Finance, Insurance & Real Estate"
168141,13008846,2,1,15040,6,1,2014,275945,1,Won,"WALTERS, MIMI",Won-General,Republican,Standard,US HOUSE DISTRICT CA 045,Open,"Finance, Insurance & Real Estate"
36542,6617398,2,1,676,6,2,2000,275825,2,Lost,"RAINEY, RICHARD K",Lost-General,Republican,Standard,SENATE DISTRICT 007,Incumbent,"Finance, Insurance & Real Estate"
202235,16562595,1,1,15029,8,2,2016,275000,1,Won,"BECERRA, XAVIER",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 034,Incumbent,Health
140982,17657731,2,1,15020,4,2,2012,274625,1,Won,"MCKEON, HOWARD P (BUCK)",Won-General,Republican,Standard,US HOUSE DISTRICT CA 025,Incumbent,Defense
82862,12997062,1,1,9172,2,1,2002,274556,1,Won,"GARAMENDI, JOHN",Won-General,Democratic,Standard,INSURANCE COMMISSIONER,Open,Construction
168157,61054,2,1,15044,6,2,2014,274337,1,Won,"ISSA, DARRELL E",Won-General,Republican,Standard,US HOUSE DISTRICT CA 049,Incumbent,"Finance, Insurance & Real Estate"
